3556708350,2
8724269000,2
6603822984,2
7005906188,2
6507028906,2
7006637577,2
35611994100,2
6506945634,2
6601962464,2
56017023500,2
35381325000,2
6603280907,2
6603871710,2
55698384100,2
22961568000,2
2303650460,2
6701806887,2
7003530996,2
2309596840,2
7003530999,2
6506807577,2
14627359500,2
7004115047,2
2123348240,2
7005532562,2
7202781034,2
7102979785,2
15120168200,2
7406094713,2
6507536618,2
6508097044,2
37071208400,2
6506269074,2
24073905300,7
6505817236,2
6602966555,2
6603214666,2
6602345063,6
6601955833,2
24173551200,2
6701813048,2
6602157016,2
8546459500,2
7004856608,6
36821187200,2
6504380129,4
7102169854,4
26643402600,2
6603374357,2
6602082520,2
7403380824,3
7006017079,3
7004440327,2
6506109854,2
11039772400,6
6602927274,2
7401485873,2
6603588191,2
6602292307,4
6602157007,2
55913889300,2
12140515500,2
6505799359,4
6507616187,2
6603883362,2
35388173900,3
26324923700,2
3663456470,2
7006599443,7
6603116073,2
6506996438,2
6507919541,2
7006017081,6
8582923900,2
6602517279,2
6602851816,5
9732640700,2
7005704453,2
6506176626,2
6507966873,2
7004273385,2
7004273383,2
6602927210,2
6507141795,2
6603141221,2
2300823370,2
23035903000,3
7102901167,2
7102758017,2
23977656800,2
6505992397,2
7006198109,2
6507141786,2
6508085168,2
7006644175,2
7005119997,2
36476546400,2
6505949913,2
12759233600,2
8448941100,2
6602750855,4
6504692270,2
6505646554,2
8095453200,6
6505957078,2
6507919574,2
7103034724,2
2396830360,2
6603104515,2
6507709327,2
35420830300,2
7006637520,2
7003430834,2
3550796620,2
8086166300,1
3634404270,2
6603278366,2
6602927248,2
1591984480,2
7005822000,2
22633437000,2
9737074700,2
7202580865,2
8528887300,2
8856731300,2
36127625000,2
8638184200,2
6508002589,2
6505835828,2
6701716665,4
3544646740,2
8527766500,2
8832895100,2
55887801800,2
6701397962,2
7005520150,4
7201934146,2
6603054449,2
7006757829,2
6507241508,2
8345216100,2
7101844542,7
7004926066,2
7202180104,2
7004856690,2
36860998800,2
7005881192,6
12039746600,2
6701806813,2
22333680900,2
7003292356,2
7401738029,2
35577663600,2
15737927300,2
6602886128,2
16035351400,2
6505499079,2
6602886135,2
6504257765,2
7404907980,2
16639870900,2
55911373200,2
6603871756,2
3604548910,2
7005404293,2
6603493224,2
7004018159,2
6603617817,2
6507481421,6
6602857977,2
